hotelName,language,checkinDate,checkoutDate,tripType,tripPurpose,country,rating,numOfDaysStay,reviewDate,reviewText
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-08-07,2024-08-12,couple,leisure,gb,4,5,2024-08-12 22:44:10,pros: Stunning in every aspect. Beautiful setting very comfortable lovely gardens and pool staff amazing. Can’t fault it. We loved walking into Lisbon centre but might be challenging for some not used to hills. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-07-29,2024-08-02,couple,leisure,us,4,4,2024-08-02 22:51:07,pros: Every thing cons: Gym was a little lacking
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-07-18,2024-07-24,couple,leisure,us,4,6,2024-07-28 13:36:08,pros: Amazing Propety. The staff was 5 Star. Highly reccommend! cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-07-13,2024-07-14,couple,leisure,pt,4,1,2024-07-26 16:12:11,"pros: Breakfast was excellent.  
All very calm and relaxing. cons: "
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-07-17,2024-07-24,couple,leisure,us,4,7,2024-07-24 22:09:03,pros: The location is perfect peaceful yet close to everything in Lisbon. The pool is gorgeous. The palace was breathtaking but most importantly the staff was phenomenal. They helped us with absolutely everything and anything that we asked for. A++++and-The pianist was outstanding! cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-07-19,2024-07-24,family_with_children,leisure,cn,4,5,2024-07-24 17:40:25,pros: a fantasitic beautiful hotel with excellent service and very helpful staff. recommend to anyone that would like to have a pleasant stay in lisbon! cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-07-20,2024-07-21,family_with_children,leisure,gb,4,1,2024-07-21 22:20:02,pros: Location room size and cleanliness cons: A bit formal
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-07-07,2024-07-10,couple,leisure,gb,3.59999990463257,3,2024-07-21 19:08:28,pros: Customer service very good beautiful breakfast pool and gym and great local staff knowledge and recommendations for sightseeing and eating out. cons: The only thing that disappointed us was being billed for the airport transfer which we asked concierge to book for us. When we checked out there was an 80 euros charge. When we booked with Booking.com complimentary airport transfers were listed in the hotel description. This was extremely misleading and clearly not the case. We discussed this with concierge who informed that a number of other guests who had booked with Booking.com had also been led to believe the same and were equally disappointed. The hotel advised us to address this with Booking.com when we arrived home. I have written to customer service but have not yet had a response. We have noticed that the previously stated- “free airport transfers” has now been removed from the description on the Booking.com website for this hotel. We feel disappointed that our complaint has yet to be addressed and sincerely hope Booking.com will get in contact with us and other customers who may have been similarly misled.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-07-10,2024-07-14,couple,leisure,gb,4,4,2024-07-16 08:48:11,"pros: Everything about this place is fabulous 
From the welcome  to the reception to the room  the food  the location  the luxury the swimming pool  the spa  the reflexology   the cocktails  the location .
We stayed 4 nights and didn’t want to leave 

We will be back again and again 

Thankyou cons: n/A"
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-07-11,2024-07-14,family_with_children,leisure,fr,3.59999990463257,3,2024-07-14 23:38:41,pros: Pool area is very nice and relaxing and views from the room when you overlook the gardens with the pool area and the sea is just great! cons: A little bit outdated could do with a refurbishment… Also the food menu in the pool restaurant is way too limited and is also very expensive for Lisbon for the quality of the dishes.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-07-07,2024-07-11,couple,leisure,dk,4,4,2024-07-13 00:44:24,pros: The very classic interior. The friendly staff and the outstanding outdoor pool cons: There is obviously not a dress code during the breakfast. There were guest in shorts and even fit flops. It is appalling to see other peoples hairy toes whole enjoying your breakfast. Guest that do not have proper shoes to wear in the morning should have their breakfast in their room.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-07-04,2024-07-06,family_with_children,leisure,ph,3.59999990463257,2,2024-07-06 23:36:27,"pros: Very comfortable  well furnished.
Front office staff excellent. cons: Breakfast average for such a good hotel- fried boiled eggs all pre- cooked bacon etc was luke warm."
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-06-21,2024-06-23,family_with_children,leisure,us,4,2,2024-06-27 16:02:42,pros: Great room we had connecting rooms as we were with our young kids and the lay out was perfect for us. Bathrooms were beautiful and large bed was very comfortable. They handled all our requests perfectly and timely. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-06-21,2024-06-23,solo_traveller,leisure,ae,4,2,2024-06-27 13:54:52,pros: Timeless elegance and unparalleled service. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-05-28,2024-05-31,family_with_children,leisure,gb,3.59999990463257,3,2024-05-31 23:43:31,pros: Lovely setting and excellent breakfast cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-05-21,2024-05-23,couple,leisure,pt,4,2,2024-05-27 17:37:27,pros: Wonderful heritage building ; very clean facilities ; exceptional attentive staff - nothing easy too much trouble . cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-05-12,2024-05-14,couple,business,ie,3.59999990463257,2,2024-05-21 23:33:16,pros: The Pool was amazing the room large and very comfortable. The hotel was over all was very comfortable and the staff amazing from when we arrived to when we left. Would highly recommend this hotel. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-05-10,2024-05-14,solo_traveller,business,cy,4,4,2024-05-14 22:07:51,pros: I literally felt like a prince in a palace cons: Don’t expect modern things
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-05-07,2024-05-08,couple,leisure,us,4,1,2024-05-11 08:08:14,pros: The service was impecable.  They went far beyond our expectations. cons: Nothing
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-05-03,2024-05-06,couple,leisure,gb,4,3,2024-05-08 11:39:36,pros: We loved this beautiful hotel.All the staff were so friendly courteous and helpful. Our room was great with a lovely marble bathroom all spotlessly clean. An amazing array at the  breakfast buffet and delicious food in the bar. The outdoor swimming pool was brilliant and the grandchildren loved it. I can't stress enough how exceptional all the staff were - outstanding service! cons: Nothing!
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-05-02,2024-05-06,family_with_children,leisure,gb,4,4,2024-05-07 11:58:38,pros: Breakfast the location members of staff! cons: Everything! Positive people and amazing hotel.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-04-27,2024-04-29,family_with_children,leisure,jp,4,2,2024-04-30 16:37:53,pros: Room Breakfast and hospitality cons: A little far from nearest bus station.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-04-20,2024-04-21,couple,leisure,us,4,1,2024-04-28 13:41:15,pros: historical beautiful very very helpful staff cons: expensive
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2024-04-12,2024-04-14,review_category_group_of_friends,leisure,ae,3.59999990463257,2,2024-04-18 12:07:08,pros: Elegance and service cons: Nothing really was a problem
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-03-15,2024-03-17,review_category_group_of_friends,leisure,gb,4,2,2024-03-18 08:32:54,pros: A beautiful hotel and grounds friendly and helpful staff who went the extra mile to ensure our stay was perfect. cons: Nothing
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2024-03-04,2024-03-13,couple,leisure,ca,4,9,2024-03-17 17:05:48,pros: Everything went well. The hotel accommodation and the staff were superb. I travel a few times a year and usually stay at the best 5 stars hotels. The stay at this one greatly exceeded my expectation. This was our first trip to Lisbon Portugal and I have to say that my wife and I had a great stay. We do plan to visit Portugal again and do plan to stay at Lapa Palace hotel again. cons: Nothing comes to mind. Although it did rain for several days during our stay even the weather was not something anybody could complain about.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2023-11-11,2023-11-13,couple,leisure,bg,4,2,2023-11-18 20:38:43,"pros: I liked the staff very welcoming explaining everything you need to know.
Breakfast had it all and the quality of products was very good. cons: "
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2023-11-03,2023-11-06,solo_traveller,leisure,us,4,3,2023-11-10 16:38:56,pros: Service facility cons: Nothing
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2023-11-04,2023-11-06,couple,leisure,us,4,2,2023-11-07 12:52:28,pros: Loved the pool and saunas. cons: When you renovate someday you should remove carpet.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2023-10-06,2023-10-09,couple,leisure,ie,4,3,2023-11-06 15:27:02,pros: Luxurious room overlooking the pool fabulous breakfast and very attentive staff. Loved our stay. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2023-10-25,2023-10-26,couple,leisure,us,4,1,2023-11-03 11:44:38,pros: The level of the service. The staff was amazing. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2023-08-26,2023-09-02,couple,leisure,us,4,7,2023-11-01 00:36:29,pros: Gorgeous palace beautiful rooms fabulous breakfast and cheap Uber to center of town. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2023-08-13,2023-08-17,family_with_children,leisure,gb,4,4,2023-10-31 22:34:07,pros: Boutique resort in central Lisbon. Fabulous welcome  comfort and service. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2023-09-15,2023-09-17,couple,leisure,us,4,2,2023-10-14 23:19:59,pros: The rooms were well appointed and quiet. The grounds and pool were fantastic. The sericea was great and the staff were friendly and accommodating. cons: The distance to the heart of Lisbon was a bit inconvenient but the Palace is on a hill so that is why.
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2023-09-28,2023-10-04,family_with_children,leisure,il,4,6,2023-10-04 22:31:37,"pros: The rooms and the grounds are beautiful and well maintained.
The stuff was very friendly helpful and efficient.
We liked the location because it is in a quiet neibourhood and not in the center and allows you to relax after hectic days of touring the city. cons: "
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2023-09-04,2023-09-06,couple,leisure,us,4,2,2023-10-03 18:54:33,pros: Breakfast was incredible and the service throughout our stay was exceptional. cons: 
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2023-09-27,2023-09-29,couple,business,gb,3.20000004768372,2,2023-10-03 13:46:23,pros: Can't wait to return so regsl cons: The flies in the garden
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2023-09-24,2023-09-28,family_with_children,leisure,es,3.59999990463257,4,2023-10-02 13:49:53,pros: Love it cons: Food
BOlissippo Lapa Palace – The Leading Hotels of the World,en-gb,2023-09-22,2023-09-28,couple,leisure,mu,4,6,2023-09-29 10:13:39,pros: Very comfortable rooms clean friendly staff cons: Nothing
BOlissippo Lapa Palace – The Leading Hotels of the World,en-us,2023-07-30,2023-07-31,family_with_children,business,us,4,1,2023-09-26 11:35:15,pros: The hotel provided impeccable service from the moment we arrived. It was a quiet luxurious setting. The pools were lovely. Room service was fast and fabulous. The staff was attentive and helpful. The breakfast options were good and the atmosphere was pleasant. We had connecting rooms each with a balcony that was quiet and overlooked the pool and gardens. Carpeting was plush and the beds were comfortable. Room size was generous. There were fresh flowers in the bathrooms and L'Occitane bath products. We frequently stay at the Ritz-Carlton and the Four Seasons but this hotel provided better service and amenities than those. We highly recommend this boutique hotel. cons: Loved everything!
